0,-396.7367
0.0200533,-467.9544
0.04008696,-491.1475
0.06012062,-514.3406
0.0801641,-561.546
0.1001978,-584.7391
0.1202314,-607.9322
0.1402552,-607.1129
0.1602791,-606.2937
0.1803029,-605.4745
0.2003169,-580.6429
0.2203309,-555.8113
0.2403449,-530.9798
0.2603589,-506.1482
0.2803828,-505.329
0.3004066,-504.5097
0.3204206,-479.6782
0.3404346,-454.8466
0.3604585,-454.0274
0.3804823,-453.2081
0.4005061,-452.3889
0.4205201,-427.5573
0.4405341,-402.7258
0.460558,-401.9066
0.4805622,-353.0627
0.500586,-352.2434
0.5206,-327.4119
0.540614,-302.5803
0.5606182,-253.7364
0.580642,-252.9172
0.6006462,-204.0733
0.6206504,-155.2294
0.6406644,-130.3978
0.6606784,-105.5663
0.6806826,-56.72238
0.7006868,-7.878496
0.7207008,16.95307
0.7407246,17.7723
0.7607386,42.60387
0.7807526,67.43543
0.8007765,68.25467
0.8207905,93.08623
0.8407947,141.9301
0.8608185,142.7494
0.8808227,191.5932
0.9008367,216.4248
0.9208409,265.2687
0.9408548,290.1003
0.9608591,338.9442
0.9808632,387.788
1.000877,412.6196
1.020881,461.4635
1.040886,510.3074
1.06089,559.1512
1.080894,607.9951
1.100898,656.8391
1.120922,657.6583
1.140926,706.5021
1.16093,755.346
1.180944,780.1776
1.200968,780.9968
1.220982,805.8284
1.240996,830.66
1.26102,831.4792
1.281034,856.3108
1.301048,881.1423
1.321062,905.9739
1.341076,930.8054
1.3611,931.6247
1.381104,980.4686
1.401118,1005.3
1.421132,1030.132
1.441156,1030.951
1.46116,1079.795
1.481164,1128.639
1.501178,1153.47
1.521202,1154.29
1.541216,1179.121
1.56122,1227.965
1.581234,1252.797
1.601248,1277.628
1.621272,1278.447
1.641296,1279.267
1.66132,1280.086
1.681344,1280.905
1.701367,1281.724
1.721391,1282.543
1.741415,1283.363
1.761439,1284.182
1.781463,1285.001
1.801487,1285.82
1.821511,1286.64
1.841534,1287.459
1.861558,1288.278
1.881592,1265.085
1.901626,1241.892
1.921649,1242.711
1.941663,1267.543
1.961687,1268.362
1.981711,1269.181
2.001725,1294.013
2.021749,1294.832
2.041773,1295.651
2.061796,1296.471
2.08182,1297.29
2.101834,1322.121
2.121848,1346.953
2.141872,1347.772
2.161886,1372.604
2.1819,1397.435
2.201924,1398.255
2.221948,1399.074
2.241982,1375.881
2.261996,1400.712
2.282029,1377.519
2.302043,1402.351
2.322077,1379.158
2.342111,1355.964
2.362134,1356.784
2.382158,1357.603
2.402182,1358.422
2.422206,1359.241
2.44223,1360.061
2.462254,1360.88
2.482277,1361.699
2.502291,1386.531
2.522325,1363.338
2.542339,1388.169
2.562363,1388.989
2.582387,1389.808
2.602401,1414.639
2.622425,1415.458
2.642448,1416.278
2.662472,1417.097
2.682486,1441.929
2.70251,1442.748
2.722524,1467.579
2.742548,1468.399
2.762572,1469.218
2.782596,1470.037
2.802619,1470.856
2.822643,1471.676
2.842667,1472.495
2.862691,1473.314
2.882715,1474.133
2.902739,1474.953
2.922762,1475.772
2.942786,1476.591
2.96281,1477.41
2.982834,1478.229
3.002858,1479.049
3.022882,1479.868
3.042905,1480.687
3.062929,1481.506
3.082963,1458.313
3.102987,1459.133
3.12301,1459.952
3.143034,1460.771
3.163048,1485.603
3.183072,1486.422
3.203096,1487.241
3.22312,1488.06
3.243144,1488.88
3.263168,1489.699
3.283191,1490.518
3.303215,1491.337
3.323229,1516.169
3.343263,1492.976
3.363277,1517.807
3.383301,1518.626
3.403334,1495.433
3.423348,1520.265
3.443382,1497.072
3.463406,1497.891
3.48343,1498.71
3.503453,1499.53
3.523477,1500.349
3.543501,1501.168
3.563525,1501.987
3.583549,1502.807
3.603573,1503.626
3.623596,1504.445
3.64362,1505.264
3.663644,1506.083
3.683668,1506.903
3.703682,1531.734
3.723706,1532.554
3.74373,1533.373
3.763753,1534.192
3.783777,1535.011
3.803801,1535.831
3.823825,1536.65
3.843859,1513.457
3.863883,1514.276
3.883906,1515.095
3.90395,1467.89
3.923974,1468.709
3.944007,1445.516
3.964041,1422.323
3.984065,1423.142
4.004088,1423.961
4.024112,1424.781
4.044136,1425.6
4.06417,1402.407
4.084184,1427.238
4.104208,1428.057
4.124232,1428.877
4.144256,1429.696
4.164259,1478.54
4.184283,1479.359
4.204298,1504.191
4.224331,1480.998
4.244345,1505.829
4.264369,1506.648
4.284403,1483.455
4.304427,1484.275
4.32446,1461.081
4.344503,1413.876
4.364527,1414.695
4.384561,1391.502
4.404595,1368.309
4.424628,1345.116
4.444672,1297.911
4.464696,1298.73
4.484729,1275.537
4.504753,1276.356
4.524777,1277.175
4.544801,1277.994
4.564825,1278.814
4.584848,1279.633
4.604872,1280.452
4.624896,1281.271
4.64492,1282.091
4.664944,1282.91
4.684968,1283.729
4.704991,1284.548
4.725015,1285.368
4.745039,1286.187
4.765063,1287.006
4.785097,1263.813
4.80513,1240.62
4.825164,1217.427
4.845188,1218.246
4.865222,1195.053
4.885245,1195.872
4.905279,1172.679
4.925303,1173.498
4.945346,1126.293
4.96537,1127.112
4.985414,1079.907
5.005437,1080.726
5.025471,1057.533
5.045495,1058.352
5.065528,1035.159
5.085562,1011.966
5.105596,988.7728
5.12562,989.5921
5.145663,942.3867
5.165687,943.2059
5.185711,944.0251
5.205735,944.8444
5.225769,921.6513
5.245792,922.4705
5.265826,899.2775
5.28585,900.0967
5.305893,852.8913
5.325917,853.7105
5.345941,854.5297
5.365974,831.3367
5.386008,808.1436
5.406032,808.9628
5.426065,785.7697
5.446089,786.589
5.466123,763.3959
5.486147,764.2151
5.506181,741.022
5.526214,717.8289
5.546238,718.6482
5.566262,719.4674
5.586296,696.2744
5.606319,697.0936
5.626343,697.9128
5.646367,698.7321
5.666391,699.5513
5.686415,700.3705
5.706449,677.1774
5.726462,702.009
5.746496,678.8159
5.76653,655.6228
5.786553,656.4421
5.806577,657.2613
5.826601,658.0806
5.846635,634.8875
5.866659,635.7067
5.886693,612.5136
5.906716,613.3328
5.92675,590.1398
5.946774,590.959
5.966797,591.7782
5.986841,544.5728
6.006875,521.3797
6.026908,498.1866
6.046942,474.9936
6.066976,451.8005
6.086999,452.6197
6.107033,429.4266
6.127067,406.2335
6.1471,383.0404
6.167124,383.8597
6.187158,360.6666
6.207182,361.4858
6.227206,362.3051
6.24723,363.1243
6.267253,363.9435
6.287267,388.7751
6.307291,389.5944
6.327305,414.4259
6.347329,415.2451
6.367353,416.0644
6.387367,440.8959
6.407401,417.7029
6.427424,418.5221
6.447448,419.3413
6.467472,420.1606
6.487496,420.9798
6.50752,421.799
6.527553,398.606
6.547577,399.4252
6.567611,376.2321
6.587635,377.0514
6.607658,377.8706
6.627692,354.6775
6.647716,355.4967
6.66774,356.316
6.687773,333.1229
6.707797,333.9421
6.727821,334.7614
6.747835,359.5929
6.767859,360.4122
6.787883,361.2314
6.807907,362.0506
6.82792,386.8822
6.847944,387.7014
6.867968,388.5207
6.887992,389.3399
6.908016,390.1591
6.92804,390.9784
6.948063,391.7976
6.968097,368.6046
6.988131,345.4115
7.008155,346.2307
7.028198,299.0253
7.048232,275.8322
7.068255,276.6514
7.088289,253.4583
7.108313,254.2776
7.128347,231.0845
7.148371,231.9037
7.168395,232.723
7.188418,233.5422
7.208442,234.3615
7.228456,259.193
7.24847,284.0246
7.268494,284.8438
7.288518,285.6631
7.308542,286.4823
7.328556,311.3138
7.348589,288.1208
7.368613,288.94
7.388637,289.7592
7.408661,290.5785
7.428685,291.3977
7.448718,268.2046
7.468742,269.0239
7.488786,221.8185
7.50881,222.6377
7.528833,223.4569
7.548867,200.2638
7.568901,177.0708
7.588924,177.89
7.608948,178.7092
7.628972,179.5285
7.649006,156.3354
7.66902,181.1669
7.689054,157.9739
7.709077,158.7931
7.729101,159.6123
7.749115,184.4439
7.769139,185.2631
7.789163,186.0824
7.809186,186.9016
7.82921,187.7208
7.849234,188.5401
7.869258,189.3593
7.889282,190.1786
7.909286,239.0224
7.929329,191.817
7.949344,216.6486
7.969368,217.4678
7.989391,218.2871
8.009405,243.1186
8.029429,243.9379
8.049443,268.7694
8.069467,269.5887
8.089481,294.4202
8.109495,319.2518
8.129519,320.071
8.149532,344.9026
8.169547,369.7342
8.18957,370.5534
8.209584,395.3849
8.229599,420.2165
8.249613,445.0481
8.269636,445.8673
8.28966,446.6866
8.309684,447.5058
8.329708,448.325
8.349722,473.1566
8.369736,497.9882
8.38976,498.8074
8.409783,499.6266
8.429808,500.4459
8.449821,525.2775
8.469846,526.0967
8.489869,526.9159
8.509883,551.7475
8.529907,552.5667
8.549921,577.3983
8.569935,602.2299
8.589959,603.0491
8.609973,627.8806
8.629987,652.7122
8.650011,653.5314
8.670025,678.363
8.690039,703.1946
8.710063,704.0138
8.730086,704.833
8.750111,705.6523
8.770134,706.4715
8.790158,707.2908
8.810182,708.11
8.830206,708.9292
8.850229,709.7485
8.870263,686.5554
8.890297,663.3623
8.910311,688.1938
8.930334,689.0131
8.950349,713.8447
8.970382,690.6516
8.990396,715.4832
9.01042,716.3024
9.030434,741.1339
9.050448,765.9655
9.070453,814.8094
9.090476,815.6286
9.11049,840.4602
9.130504,865.2917
9.150528,866.111
9.170532,914.9548
9.190556,915.7741
9.21057,940.6057
9.230594,941.4249
9.250607,966.2565
9.270632,967.0757
9.290666,943.8826
9.310679,968.7142
9.330713,945.5211
9.350746,922.328
9.37077,923.1472
9.390804,899.9542
9.410828,900.7734
9.430852,901.5927
9.450875,902.4119
9.47089,927.2434
9.490913,928.0627
9.510938,928.8819
9.530961,929.7012
9.550965,978.545
9.570989,979.3643
9.591013,980.1835
9.611027,1005.015
9.631051,1005.834
9.651074,1006.654
9.671099,1007.473
9.691122,1008.292
9.711146,1009.111
9.73117,1009.93
9.751204,986.7374
9.771228,987.5566
9.791251,988.3759
9.811275,989.1951
9.831299,990.0143
9.851323,990.8336
9.871356,967.6405
9.891371,992.472
9.911385,1017.304
9.931408,1018.123
9.951432,1018.942
9.971446,1043.774
9.99146,1068.605
10.01147,1093.437
10.03148,1142.281
10.0515,1143.1
10.07153,1143.919
10.09155,1144.738
10.11157,1145.558
10.1316,1146.377
10.15162,1147.196
10.17165,1148.015
10.19167,1148.835
10.21169,1149.654
10.23173,1126.461
10.25175,1127.28
10.27177,1128.099
10.29179,1152.931
10.31182,1129.738
10.33184,1154.569
10.35186,1155.388
10.37187,1180.22
10.39189,1205.052
10.41189,1253.896
10.43192,1254.715
10.45193,1279.546
10.47194,1304.378
10.49197,1305.197
10.51198,1330.029
10.53201,1330.848
10.55202,1355.679
10.57205,1332.486
10.59208,1333.306
10.6121,1334.125
10.63212,1334.944
10.65215,1335.763
10.67218,1312.57
10.69221,1313.39
10.71224,1290.196
10.73226,1291.016
10.75229,1291.835
10.77232,1268.642
10.79233,1293.473
10.81236,1294.293
10.83238,1295.112
10.85241,1295.931
10.87243,1296.75
10.89243,1345.594
10.91247,1322.401
10.93248,1347.233
10.95251,1348.052
10.97253,1348.871
10.99255,1349.69
11.01259,1326.497
11.03261,1327.317
11.05262,1352.148
11.07265,1352.967
11.09268,1329.774
11.11271,1330.594
11.13273,1331.413
11.15275,1332.232
11.17279,1309.039
11.19281,1309.858
11.21284,1310.677
11.23286,1311.497
11.25288,1312.316
11.27291,1313.135
11.29293,1313.954
11.31295,1314.774
11.33299,1291.58
11.353,1316.412
11.37303,1317.231
11.39305,1318.05
11.41308,1294.857
11.43311,1295.677
11.45313,1296.496
11.47316,1297.315
11.49319,1274.122
11.51322,1250.929
11.53325,1251.748
11.55327,1252.567
11.5733,1229.374
11.59333,1230.194
11.61336,1207
11.63338,1207.82
11.65341,1208.639
11.67343,1209.458
11.69347,1186.265
11.71348,1211.097
11.73351,1187.904
11.75354,1188.723
11.77356,1189.542
11.79358,1214.374
11.81361,1191.181
11.83362,1216.012
11.85365,1216.831
11.87367,1217.651
11.89369,1218.47
11.91372,1219.289
11.93374,1220.108
11.95377,1220.927
11.97379,1221.747
11.99383,1174.541
12.01387,1151.348
12.03389,1152.167
12.05392,1128.974
12.07396,1105.781
12.09398,1106.601
12.11401,1107.42
12.13404,1084.227
12.15406,1085.046
12.17409,1085.865
12.1941,1110.697
12.21412,1111.516
12.23415,1112.335
12.25417,1113.154
12.27419,1137.986
12.29421,1138.805
12.31422,1163.637
12.33425,1164.456
12.35426,1189.288
12.3743,1166.094
12.39432,1166.914
12.41435,1143.721
12.43438,1144.54
12.45441,1121.347
12.47443,1122.166
12.49447,1098.973
12.51449,1099.792
12.53452,1100.611
12.55454,1101.431
12.57456,1102.25
12.59458,1127.082
12.6146,1127.901
12.63463,1128.72
12.65463,1177.564
12.67464,1202.395
12.69467,1203.215
12.71467,1252.059
12.7347,1252.878
12.75472,1253.697
12.77473,1278.529
12.79476,1279.348
12.81478,1280.167
12.83482,1256.974
12.85484,1257.793
12.87486,1258.612
12.89489,1259.432
12.91492,1236.239
12.93494,1237.058
12.95497,1237.877
12.97498,1262.709
12.99501,1263.528
13.01503,1264.347
13.03505,1265.166
13.05506,1314.01
13.07508,1314.829
13.0951,1339.661
13.11511,1364.493
13.13513,1365.312
13.15515,1390.143
13.17518,1366.95
13.19519,1391.782
13.21522,1392.601
13.23524,1393.42
13.25528,1370.227
13.2753,1371.047
