5.00435563	515
5.021066899	505
5.037778168	520
5.054489437	477
5.071200706	492
5.087911975	481
5.104623244	507
5.121334513	482
5.138045782	516
5.154757051	429
5.17146832	490
5.188179589	449
5.204890858	488
5.221602127	462
5.238313396	425
5.255024665	507
5.271735934	455
5.288447203	455
5.305158472	448
5.321869741	457
5.33858101	459
5.355292279	481
5.372003548	455
5.388714816	440
5.405426085	413
5.422137354	460
5.438848623	489
5.455559892	448
5.472271161	473
5.48898243	429
5.505693699	463
5.522404968	435
5.539116237	451
5.555827506	432
5.572538775	414
5.589250044	421
5.605961313	419
5.622672582	381
5.639383851	436
5.65609512	426
5.672806389	442
5.689517658	412
5.706228927	433
5.722940196	429
5.739651465	420
5.756362734	405
5.773074003	441
5.789785272	407
5.806496541	388
5.82320781	395
5.839919079	424
5.856630348	428
5.873341617	370
5.890052886	404
5.906764155	394
5.923475424	430
5.940186693	439
5.956897962	370
5.973609231	413
5.9903205	396
6.007031769	383
6.023743038	395
6.040454307	389
6.057165576	398
6.073876845	394
6.090588114	418
6.107299383	372
6.124010652	404
6.14072192	420
6.157433189	421
6.174144458	406
6.190855727	395
6.207566996	388
6.224278265	380
6.240989534	357
6.257700803	353
6.274412072	430
6.291123341	359
6.30783461	342
6.324545879	399
6.341257148	434
6.357968417	344
6.374679686	405
6.391390955	373
6.408102224	371
6.424813493	383
6.441524762	379
6.458236031	362
6.4749473	361
6.491658569	380
6.508369838	388
6.525081107	428
6.541792376	361
6.558503645	374
6.575214914	379
6.591926183	352
6.608637452	375
6.625348721	343
6.64205999	358
6.658771259	346
6.675482528	405
6.692193797	358
6.708905066	344
6.725616335	368
6.742327604	335
6.759038873	354
6.775750142	350
6.792461411	340
6.80917268	340
6.825883949	361
6.842595218	352
6.859306487	346
6.876017756	343
6.892729024	352
6.909440293	342
6.926151562	322
6.942862831	352
6.9595741	344
6.976285369	327
6.992996638	370
7.009707907	333
7.026419176	344
7.043130445	358
7.059841714	334
7.076552983	349
7.093264252	327
7.109975521	312
7.12668679	339
7.143398059	345
7.160109328	337
7.176820597	349
7.193531866	309
